FBgn	Symbol	FullName	Symbol_synonym(s)
FBgn0266973	lncRNA:CR45424	long non-coding RNA:CR45424	CR45424
FBgn0266974	lncRNA:CR45425	long non-coding RNA:CR45425	CR45425
FBgn0266975	lncRNA:CR45426	long non-coding RNA:CR45426	CR45426
FBgn0266976	lncRNA:CR45427	long non-coding RNA:CR45427	CR45427
FBgn0266977	CG45428		FBgn0266977
FBgn0266978	lncRNA:CR45429	long non-coding RNA:CR45429	CR45429
FBgn0266979	lncRNA:CR45430	long non-coding RNA:CR45430	CR45430
FBgn0266980	lncRNA:CR45431	long non-coding RNA:CR45431	CR45431
FBgn0266981	lncRNA:CR45432	long non-coding RNA:CR45432	CR45432
FBgn0266982	lncRNA:CR45433	long non-coding RNA:CR45433	CR45433
FBgn0266983	lncRNA:CR45434	long non-coding RNA:CR45434	CR45434
FBgn0266984	lncRNA:CR45435	long non-coding RNA:CR45435	CR45435|lincRNA.611
FBgn0266985	lncRNA:CR45436	long non-coding RNA:CR45436	CR45436
FBgn0266986	lncRNA:CR45437	long non-coding RNA:CR45437	CR45437
FBgn0266987	lncRNA:CR45438	long non-coding RNA:CR45438	CR45438
FBgn0266988	lncRNA:CR45439	long non-coding RNA:CR45439	CR45439
FBgn0266989	lncRNA:CR45440	long non-coding RNA:CR45440	CR45440
FBgn0266990	lncRNA:CR45441	long non-coding RNA:CR45441	CR45441
FBgn0266991	lncRNA:CR45442	long non-coding RNA:CR45442	CR45442|CR45672
FBgn0266992	lncRNA:CR45443	long non-coding RNA:CR45443	CR45443|CR45671
FBgn0266993	lncRNA:CR45444	long non-coding RNA:CR45444	CR45444
FBgn0266994	asRNA:CR45445	antisense RNA:CR45445	CR45445
FBgn0266995	lncRNA:CR45446	long non-coding RNA:CR45446	CR45446
FBgn0266997	α-Cat::shg	α-Cat::shg	DEcad-alpha-Cat|DEcad-α-Cat|DEcad::alphaCat|DEcad::αCat|shg::alpha-Cat|shg::α-Cat
FBgn0266998	α-Cat::baz		Baz::alphaCat|Baz::αCat
FBgn0266999	α-Cat::ed		Ed::alphaCat|Ed::αCat
FBgn0267001	Ten-a	Tenascin accessory	1.2|CG11270|CG12720|CG15733|CG18182|CG2578|CG2590|CG32659|CG42338|DmtenA|Dmtena|Ten11A|Ten[a]|Ten[a]|cbd|ten-a|tenA|tenA(AT)[[14]]|tenA(AT)[[14]]|ten[a]|ten[a]
FBgn0267002	unc-104	uncoordinated-104	CG8566|DUNC104|DUnc-104|DmCG8566|DmDUnc104|DmKlp53D|Dunc104|Imac|KIF 1B|KIF1A|KIF1A/1B|Kif1a|Klp53D|Unc-104|Unc104|bris|imac|unc104
FBgn0267003	lncRNA:CR45447	long non-coding RNA:CR45447	CR45447
FBgn0267004	lncRNA:CR45448	long non-coding RNA:CR45448	CR45448
FBgn0267005	lncRNA:CR45449	long non-coding RNA:CR45449	CR45449|R5_2L:3854289..3854886
FBgn0267006	lncRNA:CR45450	long non-coding RNA:CR45450	CR45450
FBgn0267007	lncRNA:CR45451	long non-coding RNA:CR45451	CR45451
FBgn0267008	lncRNA:CR45452	long non-coding RNA:CR45452	CR45452
FBgn0267009	lncRNA:CR45453	long non-coding RNA:CR45453	CR45453
FBgn0267010	lncRNA:CR45454	long non-coding RNA:CR45454	CR45454
FBgn0267011	lncRNA:CR45455	long non-coding RNA:CR45455	CR45455
FBgn0267012	lncRNA:CR45456	long non-coding RNA:CR45456	CR45456
FBgn0267013	lncRNA:CR45457	long non-coding RNA:CR45457	CR45457
FBgn0267014	CR45458		
FBgn0267015	lncRNA:CR45459	long non-coding RNA:CR45459	CR45459
FBgn0267016	lncRNA:CR45460	long non-coding RNA:CR45460	CR45460
FBgn0267017	lncRNA:CR45461	long non-coding RNA:CR45461	CR45461
FBgn0267018	lncRNA:CR45462	long non-coding RNA:CR45462	CR45462
FBgn0267019	lncRNA:CR45463	long non-coding RNA:CR45463	CR45463
FBgn0267020	lncRNA:CR45464	long non-coding RNA:CR45464	CR45464
FBgn0267021	lncRNA:CR45465	long non-coding RNA:CR45465	CR45465
FBgn0267022	asRNA:CR45466	antisense RNA:CR45466	CR45466
FBgn0267023	asRNA:CR45467	antisense RNA:CR45467	CR45467
FBgn0267024	asRNA:CR45468	antisense RNA:CR45468	CR45468
FBgn0267025	asRNA:CR45469	antisense RNA:CR45469	CR45469
FBgn0267026	CR45470		
FBgn0267027	lncRNA:CR45471	long non-coding RNA:CR45471	CR45471
FBgn0267028	lncRNA:CR45472	long non-coding RNA:CR45472	CR43790|CR43791|CR43CR43790786|CR45472
FBgn0267029	lncRNA:CR45473	long non-coding RNA:CR45473	CR45473
FBgn0267030	lncRNA:CR45474	long non-coding RNA:CR45474	CR45474
FBgn0267031	lncRNA:CR45475	long non-coding RNA:CR45475	CR45475
FBgn0267032	lncRNA:CR45476	long non-coding RNA:CR45476	CR45476
FBgn0267033	mamo	maternal gene required for meiosis	CG11071|CG11072|CG11075|CG11082|CG32606|CG32611|CG34346|CG44132|CG45477|CR44656|Mamo|lincRNA.990
FBgn0267034	lncRNA:CR45478	long non-coding RNA:CR45478	CG45478|CR45478
FBgn0267035	asRNA:CR45479	antisense RNA:CR45479	CR45479
FBgn0267036	lncRNA:CR45480	long non-coding RNA:CR45480	CR45480
FBgn0267037	asRNA:CR45481	antisense RNA:CR45481	CR45481
FBgn0267038	lncRNA:CR45482	long non-coding RNA:CR45482	CR45482
FBgn0267039	lncRNA:CR45483	long non-coding RNA:CR45483	CR45483
FBgn0267040	lncRNA:CR45484	long non-coding RNA:CR45484	CR45484|lincRNA.947
FBgn0267041	asRNA:CR45485	antisense RNA:CR45485	CR45485
FBgn0267042	CG45486		
FBgn0267043	CG45487		
FBgn0267044	CG45488		
FBgn0267045	CG45489		
FBgn0267046	CG45490		
FBgn0267047	CG45491		
FBgn0267048	CG45492		
FBgn0267049	CG45493		
FBgn0267050	CG45494		
FBgn0267051	CR45495		
FBgn0267052	CR45496		
FBgn0267053	CR45497		
FBgn0267054	CR45498		
FBgn0267055	CR45499		
FBgn0267056	lncRNA:CR45500	long non-coding RNA:CR45500	CR45500
FBgn0267057	asRNA:CR45501	antisense RNA:CR45501	CR45501
FBgn0267058	lncRNA:CR45502	long non-coding RNA:CR45502	CR45502
FBgn0267059	lncRNA:CR45503	long non-coding RNA:CR45503	CR45503|Dm_X:95517
FBgn0267060	lncRNA:CR45504	long non-coding RNA:CR45504	CR45504
FBgn0267061	lncRNA:CR45505	long non-coding RNA:CR45505	CR45505
FBgn0267062	lncRNA:CR45506	long non-coding RNA:CR45506	CR45506
FBgn0267063	lncRNA:CR45507	long non-coding RNA:CR45507	CR45507
FBgn0267064	lncRNA:CR45508	long non-coding RNA:CR45508	CR45508
FBgn0267065	lncRNA:CR45509	long non-coding RNA:CR45509	CR45509
FBgn0267066	lncRNA:CR45510	long non-coding RNA:CR45510	CR45510
FBgn0267067	lncRNA:CR45511	long non-coding RNA:CR45511	CR45511
FBgn0267068	lncRNA:CR45512	long non-coding RNA:CR45512	CR45512
FBgn0267069	lncRNA:CR45513	long non-coding RNA:CR45513	CR45513
FBgn0267070	lncRNA:CR45514	long non-coding RNA:CR45514	CR45514
FBgn0267071	lncRNA:CR45515	long non-coding RNA:CR45515	CR45515
FBgn0267072	lncRNA:CR45516	long non-coding RNA:CR45516	CR45516
FBgn0267073	lncRNA:CR45517	long non-coding RNA:CR45517	CR45517
FBgn0267074	asRNA:CR45518	antisense RNA:CR45518	CR45518
FBgn0267075	lncRNA:CR45519	long non-coding RNA:CR45519	CR45519|XLOC_023269
FBgn0267076	asRNA:CR45520	antisense RNA:CR45520	CR45520
FBgn0267077	lncRNA:CR45521	long non-coding RNA:CR45521	CR45521
FBgn0267078	lncRNA:CR45522	long non-coding RNA:CR45522	CR45522
FBgn0267079	lncRNA:CR45523	long non-coding RNA:CR45523	CR45523
FBgn0267080	lncRNA:CR45524	long non-coding RNA:CR45524	CR45524
FBgn0267081	asRNA:CR45525	antisense RNA:CR45525	CR45525
FBgn0267082	lncRNA:CR45526	long non-coding RNA:CR45526	CR45526
FBgn0267083	lncRNA:CR45527	long non-coding RNA:CR45527	CR45527
FBgn0267084	asRNA:CR45528	antisense RNA:CR45528	CR45528
FBgn0267085	lncRNA:CR45529	long non-coding RNA:CR45529	CR45529
FBgn0267086	lncRNA:CR45530	long non-coding RNA:CR45530	CR45530
FBgn0267087	lncRNA:CR45531	long non-coding RNA:CR45531	CR45531
FBgn0267088	lncRNA:CR45532	long non-coding RNA:CR45532	CR45532
FBgn0267089	lncRNA:CR45533	long non-coding RNA:CR45533	CR45533
FBgn0267090	lncRNA:CR45534	long non-coding RNA:CR45534	CR45534
FBgn0267091	asRNA:CR45535	antisense RNA:CR45535	CR45535
FBgn0267096	lncRNA:CR45536	long non-coding RNA:CR45536	CR45536
FBgn0267097	lncRNA:CR45537	long non-coding RNA:CR45537	CR45537
FBgn0267098	asRNA:CR45538	antisense RNA:CR45538	CR45538
FBgn0267099	lncRNA:CR45539	long non-coding RNA:CR45539	CR45539
FBgn0267100	lncRNA:CR45540	long non-coding RNA:CR45540	CR45540
FBgn0267101	lncRNA:CR45541	long non-coding RNA:CR45541	CR45541
FBgn0267102	lncRNA:CR45542	long non-coding RNA:CR45542	CR45542
FBgn0267103	lncRNA:CR45543	long non-coding RNA:CR45543	CR45543|lincRNA.973
FBgn0267104	CG45544		FBgn0267104|lincRNA.886
FBgn0267105	CG45545		FBgn0267105
FBgn0267106	CG45546		
FBgn0267107	lncRNA:CR45547	long non-coding RNA:CR45547	CR45547
FBgn0267108	CR45548		
FBgn0267109	asRNA:CR45549	antisense RNA:CR45549	CR45549
FBgn0267110	lncRNA:CR45550	long non-coding RNA:CR45550	CR45550
FBgn0267111	lncRNA:CR45551	long non-coding RNA:CR45551	CR45551|lincRNA.723|lincRNA.724
FBgn0267112	lncRNA:CR45552	long non-coding RNA:CR45552	CR45552
FBgn0267113	lncRNA:CR45553	long non-coding RNA:CR45553	CR45553
FBgn0267114	lncRNA:CR45554	long non-coding RNA:CR45554	CR45554
FBgn0267115	lncRNA:CR45555	long non-coding RNA:CR45555	CR45555
FBgn0267116	lncRNA:CR45556	long non-coding RNA:CR45556	CR45556
FBgn0267117	lncRNA:CR45557	long non-coding RNA:CR45557	CR45557
FBgn0267118	lncRNA:CR45558	long non-coding RNA:CR45558	CR45558
FBgn0267119	lncRNA:CR45559	long non-coding RNA:CR45559	CR45559
FBgn0267120	lncRNA:CR45560	long non-coding RNA:CR45560	CR45560
FBgn0267121	lncRNA:CR45561	long non-coding RNA:CR45561	CR45561
FBgn0267122	lncRNA:CR45562	long non-coding RNA:CR45562	CR45562
FBgn0267123	lncRNA:CR45563	long non-coding RNA:CR45563	CR45563
FBgn0267124	lncRNA:CR45564	long non-coding RNA:CR45564	CR45564|lincRNA.916
FBgn0267125	lncRNA:CR45565	long non-coding RNA:CR45565	CR45565
FBgn0267126	lncRNA:CR45566	long non-coding RNA:CR45566	CR45566
FBgn0267127	lncRNA:CR45567	long non-coding RNA:CR45567	CR45567
FBgn0267128	lncRNA:CR45568	long non-coding RNA:CR45568	CR45568
FBgn0267129	lncRNA:CR45569	long non-coding RNA:CR45569	CR45569
FBgn0267130	lncRNA:CR45570	long non-coding RNA:CR45570	CR45570
FBgn0267131	lncRNA:CR45571	long non-coding RNA:CR45571	CR45571
FBgn0267132	lncRNA:CR45572	long non-coding RNA:CR45572	CR45572
FBgn0267133	lncRNA:CR45573	long non-coding RNA:CR45573	CR45573
FBgn0267134	lncRNA:CR45574	long non-coding RNA:CR45574	CR45574|lincRNA.730
FBgn0267135	lncRNA:CR45575	long non-coding RNA:CR45575	CR45575|lincRNA.730
FBgn0267136	lncRNA:CR45576	long non-coding RNA:CR45576	CR45576|lincRNA.738
FBgn0267137	lncRNA:CR45577	long non-coding RNA:CR45577	CR45577
FBgn0267138	lncRNA:CR45578	long non-coding RNA:CR45578	CR45578
FBgn0267139	lncRNA:CR45579	long non-coding RNA:CR45579	CR45579|lincRNA.749
FBgn0267140	lncRNA:CR45580	long non-coding RNA:CR45580	CR45580
FBgn0267141	lncRNA:CR45581	long non-coding RNA:CR45581	CR45581
FBgn0267142	lncRNA:CR45582	long non-coding RNA:CR45582	CR45582
FBgn0267143	lncRNA:CR45583	long non-coding RNA:CR45583	CR45583
FBgn0267144	lncRNA:CR45584	long non-coding RNA:CR45584	CR45584
FBgn0267145	lncRNA:CR45585	long non-coding RNA:CR45585	CR45585
FBgn0267146	lncRNA:CR45586	long non-coding RNA:CR45586	CR45586
FBgn0267147	lncRNA:CR45587	long non-coding RNA:CR45587	CR45587
FBgn0267148	lncRNA:CR45588	long non-coding RNA:CR45588	CR45588
FBgn0267149	lncRNA:CR45589	long non-coding RNA:CR45589	CR45589|lincRNA.766
FBgn0267150	lncRNA:CR45590	long non-coding RNA:CR45590	CR45590
FBgn0267151	lncRNA:CR45591	long non-coding RNA:CR45591	CR45591
FBgn0267152	lncRNA:CR45592	long non-coding RNA:CR45592	CR45592
FBgn0267153	lncRNA:CR45593	long non-coding RNA:CR45593	CR45593
FBgn0267154	lncRNA:CR45594	long non-coding RNA:CR45594	CR45594
FBgn0267155	lncRNA:CR45595	long non-coding RNA:CR45595	CR45595
FBgn0267156	lncRNA:CR45596	long non-coding RNA:CR45596	CR45596
FBgn0267157	lncRNA:CR45597	long non-coding RNA:CR45597	CR45597
FBgn0267158	lncRNA:CR45598	long non-coding RNA:CR45598	CR45598
FBgn0267159	lncRNA:CR45599	long non-coding RNA:CR45599	CR45599
FBgn0267160	asRNA:CR45600	antisense RNA:CR45600	CR45600
FBgn0267161	asRNA:CR45601	antisense RNA:CR45601	CR45601
FBgn0267162	lncRNA:CR45602	long non-coding RNA:CR45602	CR45602
FBgn0267163	CG45603		FBgn0267163
FBgn0267164	asRNA:CR45604	antisense RNA:CR45604	CR45604
FBgn0267165	lncRNA:CR45605	long non-coding RNA:CR45605	CR45605|lnc45605
FBgn0267166	lncRNA:CR45606	long non-coding RNA:CR45606	CR45606|lnc45606
FBgn0267167	lncRNA:CR45607	long non-coding RNA:CR45607	CR45607
FBgn0267168	lncRNA:CR45608	long non-coding RNA:CR45608	CR45608
FBgn0267169	lncRNA:CR45609	long non-coding RNA:CR45609	CR45609
FBgn0267170	lncRNA:CR45610	long non-coding RNA:CR45610	CR45610
FBgn0267171	asRNA:CR45611	antisense RNA:CR45611	CR45611
FBgn0267172	asRNA:CR45612	antisense RNA:CR45612	CR45612
FBgn0267173	lncRNA:CR45613	long non-coding RNA:CR45613	CR45613
FBgn0267174	lncRNA:CR45614	long non-coding RNA:CR45614	CR45614
FBgn0267175	lncRNA:CR45615	long non-coding RNA:CR45615	CR45615
FBgn0267176	lncRNA:CR45616	long non-coding RNA:CR45616	CR45616
FBgn0267177	lncRNA:CR45617	long non-coding RNA:CR45617	CR45617
FBgn0267178	lncRNA:CR45618	long non-coding RNA:CR45618	CR45618
FBgn0267179	lncRNA:CR45619	long non-coding RNA:CR45619	CR45619
FBgn0267180	asRNA:CR45620	antisense RNA:CR45620	CR45620
FBgn0267181	asRNA:CR45621	antisense RNA:CR45621	CR45621
FBgn0267182	lncRNA:CR45622	long non-coding RNA:CR45622	CR45622
FBgn0267183	asRNA:CR45623	antisense RNA:CR45623	CR45623
FBgn0267184	lncRNA:CR45624	long non-coding RNA:CR45624	CR45624
FBgn0267185	lncRNA:CR45625	long non-coding RNA:CR45625	CR45625
FBgn0267186	lncRNA:CR45626	long non-coding RNA:CR45626	CR45626
FBgn0267187	lncRNA:CR45627	long non-coding RNA:CR45627	CR45627
FBgn0267188	lncRNA:CR45628	long non-coding RNA:CR45628	CR45628
FBgn0267189	asRNA:CR45629	antisense RNA:CR45629	CR45629
FBgn0267190	lncRNA:CR45630	long non-coding RNA:CR45630	CR45630|Mgn4221
FBgn0267191	lncRNA:CR45631	long non-coding RNA:CR45631	CR45631|XLOC_015145
FBgn0267192	lncRNA:CR45632	long non-coding RNA:CR45632	CR45632|lincRNA.829
FBgn0267193	lncRNA:CR45633	long non-coding RNA:CR45633	CR45633
FBgn0267194	lncRNA:CR45634	long non-coding RNA:CR45634	CR45634
FBgn0267195	lncRNA:CR45635	long non-coding RNA:CR45635	CR45635|lincRNA.790
FBgn0267196	lncRNA:CR45636	long non-coding RNA:CR45636	CR45636|lincRNA.790
FBgn0267197	lncRNA:CR45637	long non-coding RNA:CR45637	CR45637
FBgn0267198	lncRNA:CR45638	long non-coding RNA:CR45638	CR45638
FBgn0267199	lncRNA:CR45639	long non-coding RNA:CR45639	CR45639
FBgn0267200	lncRNA:CR45640	long non-coding RNA:CR45640	CR45640
FBgn0267201	lncRNA:CR45641	long non-coding RNA:CR45641	CR45641
FBgn0267202	lncRNA:CR45642	long non-coding RNA:CR45642	CR45642
FBgn0267203	lncRNA:CR45643	long non-coding RNA:CR45643	CR45643
FBgn0267204	lncRNA:CR45644	long non-coding RNA:CR45644	CR45644
FBgn0267205	lncRNA:CR45645	long non-coding RNA:CR45645	CR45645
FBgn0267206	lncRNA:CR45646	long non-coding RNA:CR45646	CR45646
FBgn0267207	lncRNA:CR45647	long non-coding RNA:CR45647	CR45647
FBgn0267208	asRNA:CR45648	antisense RNA:CR45648	CR45648
FBgn0267209	lncRNA:CR45649	long non-coding RNA:CR45649	CR45649
FBgn0267210	lncRNA:CR45650	long non-coding RNA:CR45650	CR45650
FBgn0267211	lncRNA:CR45651	long non-coding RNA:CR45651	CR45651
FBgn0267212	lncRNA:CR45652	long non-coding RNA:CR45652	CR45652
FBgn0267213	lncRNA:CR45653	long non-coding RNA:CR45653	CR45653
FBgn0267214	lncRNA:CR45654	long non-coding RNA:CR45654	CR45654
FBgn0267215	lncRNA:CR45655	long non-coding RNA:CR45655	CR45655
FBgn0267216	lncRNA:CR45656	long non-coding RNA:CR45656	CR45656
FBgn0267217	lncRNA:CR45657	long non-coding RNA:CR45657	CR45657
FBgn0267218	lncRNA:CR45658	long non-coding RNA:CR45658	CR45658
FBgn0267219	lncRNA:CR45659	long non-coding RNA:CR45659	CR45659|lincRNA.655
FBgn0267220	lncRNA:CR45660	long non-coding RNA:CR45660	CR45660
FBgn0267221	lncRNA:CR45661	long non-coding RNA:CR45661	CR45661
FBgn0267222	lncRNA:CR45662	long non-coding RNA:CR45662	CR45662
FBgn0267223	asRNA:CR45663	antisense RNA:CR45663	CR45663
FBgn0267224	lncRNA:CR45664	long non-coding RNA:CR45664	CR45664
FBgn0267225	lncRNA:CR45665	long non-coding RNA:CR45665	CR45665
FBgn0267226	lncRNA:CR45666	long non-coding RNA:CR45666	CR45666
FBgn0267227	lncRNA:CR45667	long non-coding RNA:CR45667	CR45667
FBgn0267228	lncRNA:CR45668	long non-coding RNA:CR45668	CR45668|lincRNA.953
FBgn0267229	lncRNA:CR45669	long non-coding RNA:CR45669	CG45669|CR45669
FBgn0267230	lncRNA:CR45670	long non-coding RNA:CR45670	CR45670
FBgn0267231	lncRNA:CR45671	long non-coding RNA:CR45671	CR45671
FBgn0267232	lncRNA:CR45672	long non-coding RNA:CR45672	CR45672
FBgn0267233	lncRNA:CR45673	long non-coding RNA:CR45673	CR45673
FBgn0267234	lncRNA:CR45674	long non-coding RNA:CR45674	CR45674
FBgn0267235	lncRNA:CR45675	long non-coding RNA:CR45675	CR45675|lincRNA.426
FBgn0267236	CG45676		
FBgn0267237	lncRNA:CR45677	long non-coding RNA:CR45677	CR45677
FBgn0267238	lncRNA:CR45678	long non-coding RNA:CR45678	CR45678|lincRNA.628
FBgn0267239	lncRNA:CR45679	long non-coding RNA:CR45679	CR45679
FBgn0267240	lncRNA:CR45680	long non-coding RNA:CR45680	CR45680
FBgn0267241	lncRNA:CR45681	long non-coding RNA:CR45681	CR45681
FBgn0267242	asRNA:CR45682	antisense RNA:CR45682	CR45682
FBgn0267243	asRNA:CR45683	antisense RNA:CR45683	CR45683
FBgn0267244	lncRNA:CR45684	long non-coding RNA:CR45684	CR45684
FBgn0267245	lncRNA:CR45685	long non-coding RNA:CR45685	CR45685
FBgn0267246	asRNA:CR45686	antisense RNA:CR45686	CR45686
FBgn0267247	lncRNA:CR45687	long non-coding RNA:CR45687	CR45687
FBgn0267248	lncRNA:CR45688	long non-coding RNA:CR45688	CR45688
FBgn0267249	lncRNA:CR45689	long non-coding RNA:CR45689	CR45689
FBgn0267250	l(3)j13C8		
FBgn0267252	Gγ30A	G protein subunit γ at 30A	CG18511|CG3694|CG43733|G-gamma30A|GNG gene like|G[[gamma30A]]|G[[γ30A]]|G[[gamma]]|G[[γ]]|Galpha30A|Ggamma|Ggamma|Gγ|Ggamma30A|Ggamma[[e]]|Gγ[[e]]|Ggammae|Gγe|lincRNA.S701
FBgn0267253	CG32700		BcDNA:GH19985|CG12651|CG12652|CG18429|CG2994|CR43497|Tes89
FBgn0267254	CG45690		FBgn0267254
FBgn0267255	CG45691		FBgn0267255|lincRNA.169
FBgn0267256	lncRNA:CR45692	long non-coding RNA:CR45692	CR45692
FBgn0267257	lncRNA:CR45693	long non-coding RNA:CR45693	CR45693
FBgn0267258	lncRNA:CR45694	long non-coding RNA:CR45694	CR45694
FBgn0267259	lncRNA:CR45695	long non-coding RNA:CR45695	CR45695
FBgn0267260	lncRNA:CR45696	long non-coding RNA:CR45696	CR45696|lincRNA.169
FBgn0267261	lncRNA:CR45697	long non-coding RNA:CR45697	CR45697
FBgn0267262	lncRNA:CR45698	long non-coding RNA:CR45698	CR45698
FBgn0267263	lncRNA:CR45699	long non-coding RNA:CR45699	CR45699
FBgn0267264	lncRNA:CR45700	long non-coding RNA:CR45700	CR45700
FBgn0267265	asRNA:CR45701	antisense RNA:CR45701	CR45701
FBgn0267266	lncRNA:CR45702	long non-coding RNA:CR45702	CR45702
FBgn0267267	lncRNA:CR45703	long non-coding RNA:CR45703	CR45703
FBgn0267268	lncRNA:CR45704	long non-coding RNA:CR45704	CR45704
FBgn0267269	lncRNA:TS11	long noncoding RNA: testis-specific 11	CR45705|lncRNA:TS19|lncRNA:TS21
FBgn0267270	lncRNA:CR45706	long non-coding RNA:CR45706	CR45706
FBgn0267271	lncRNA:CR45707	long non-coding RNA:CR45707	CR45707
FBgn0267272	lncRNA:CR45708	long non-coding RNA:CR45708	CR45708
FBgn0267273	lncRNA:CR45709	long non-coding RNA:CR45709	CR45709
FBgn0267274	lncRNA:CR45710	long non-coding RNA:CR45710	CR45710
FBgn0267275	lncRNA:CR45711	long non-coding RNA:CR45711	CR45711|lincRNA.1017
FBgn0267276	asRNA:CR45712	antisense RNA:CR45712	CR45712
FBgn0267277	asRNA:CR45713	antisense RNA:CR45713	CR45713
FBgn0267278	asRNA:CR45714	antisense RNA:CR45714	CR45714
FBgn0267279	asRNA:CR45715	antisense RNA:CR45715	CR45715
FBgn0267280	CR45716		
FBgn0267281	lncRNA:CR45717	long non-coding RNA:CR45717	CR45717
FBgn0267282	lncRNA:CR45718	long non-coding RNA:CR45718	CR45718
FBgn0267283	lncRNA:CR45719	long non-coding RNA:CR45719	CR45719
FBgn0267284	lncRNA:CR45720	long non-coding RNA:CR45720	CR45720|lincRNA.32
FBgn0267285	lncRNA:CR45721	long non-coding RNA:CR45721	CR45721
FBgn0267286	lncRNA:CR45722	long non-coding RNA:CR45722	CR45722
FBgn0267287	lncRNA:CR45723	long non-coding RNA:CR45723	CR45723
FBgn0267288	lncRNA:CR45724	long non-coding RNA:CR45724	CR45724
FBgn0267289	lncRNA:CR45725	long non-coding RNA:CR45725	CR45725
FBgn0267290	lncRNA:CR45726	long non-coding RNA:CR45726	CR45726
FBgn0267291	lncRNA:CR45727	long non-coding RNA:CR45727	CR45727
FBgn0267292	lncRNA:CR45728	long non-coding RNA:CR45728	CR45728
FBgn0267293	lncRNA:CR45729	long non-coding RNA:CR45729	CR45729
FBgn0267294	lncRNA:CR45730	long non-coding RNA:CR45730	CR45730
FBgn0267295	lncRNA:CR45731	long non-coding RNA:CR45731	CR45731|lincRNA.624
FBgn0267296	lncRNA:CR45732	long non-coding RNA:CR45732	CR45732
FBgn0267297	lncRNA:CR45733	long non-coding RNA:CR45733	CR45733
FBgn0267298	lncRNA:CR45734	long non-coding RNA:CR45734	CR45734
FBgn0267299	lncRNA:CR45735	long non-coding RNA:CR45735	CR45735
FBgn0267300	lncRNA:CR45736	long non-coding RNA:CR45736	CR45736
FBgn0267301	lncRNA:CR45737	long non-coding RNA:CR45737	CR45737
FBgn0267302	asRNA:CR45738	antisense RNA:CR45738	CR45738
FBgn0267303	lncRNA:CR45739	long non-coding RNA:CR45739	CR45739
FBgn0267304	lncRNA:CR45740	long non-coding RNA:CR45740	CR45740
FBgn0267305	lncRNA:CR45741	long non-coding RNA:CR45741	CR45741
FBgn0267306	lncRNA:CR45742	long non-coding RNA:CR45742	CR45742
FBgn0267307	lncRNA:CR45743	long non-coding RNA:CR45743	CR45743
FBgn0267308	lncRNA:CR45744	long non-coding RNA:CR45744	CR45744
FBgn0267309	lncRNA:CR45745	long non-coding RNA:CR45745	CR45745
FBgn0267310	lncRNA:CR45746	long non-coding RNA:CR45746	CR45746
FBgn0267311	lncRNA:CR45747	long non-coding RNA:CR45747	CR45747
FBgn0267312	lncRNA:CR45748	long non-coding RNA:CR45748	CR45748
FBgn0267313	lncRNA:CR45749	long non-coding RNA:CR45749	CR45749
FBgn0267314	lncRNA:CR45750	long non-coding RNA:CR45750	CR45750
FBgn0267315	lncRNA:TS16	long noncoding RNA: testis-specific 16	CR45751
FBgn0267316	lncRNA:CR45752	long non-coding RNA:CR45752	CR45752
FBgn0267317	lncRNA:CR45753	long non-coding RNA:CR45753	CR45753
FBgn0267318	lncRNA:CR45754	long non-coding RNA:CR45754	CR45754
FBgn0267319	lncRNA:CR45755	long non-coding RNA:CR45755	CR45755
FBgn0267320	lncRNA:CR45756	long non-coding RNA:CR45756	CR45756|lincRNA.587
FBgn0267321	lncRNA:CR45757	long non-coding RNA:CR45757	CR45757
FBgn0267322	lncRNA:CR45758	long non-coding RNA:CR45758	CR45758
FBgn0267323	lncRNA:CR45759	long non-coding RNA:CR45759	CR45759|lincRNA.458
FBgn0267326	Ntl	Neurotransmitter transporter-like	CG7075|Mp|NTL|ntl
FBgn0267327	Acp33A	Accessory gland-specific peptide 33A	Acp33a|CG15841|CG32952|CG32952-A|CG6555
FBgn0267330	KdelR	KDEL receptor	BEST:CK00230|CG5183|CK00230|ERD2|Erd2|dKDELR|dmErd2|l(2)31Em|l(2)k00311
FBgn0267331	l(1)1Bb	lethal (1) 1Bb	EC4|l(1)C84|l(1)EC4|l(1)G4
FBgn0267336	Glut4EF	Glucose transporter 4 enhancer factor	BcDNA:GH25505|BcDNA:GM06804|BcDNA:RE66512|BcDNA:RH63124|CG11676|CG12802|CG12804|CG12805|CG32469|CG33975|CG34360|CG43757|D-Glut4EF|Glut|stretch
FBgn0267337	rn	rotund	5.3|CG10040|CG14600|CG14601|CG14603|CG32466|CG32467|CG42277|Dipr|P5.3|Rn|roe|tod|tot
FBgn0267339	p38c	p38c MAP kinase	CG33338|Dp38c|Mpk2B|P38|P38c|dMPK2B|dp38c|p38|p38MAPK
FBgn0267344	l(4)7-M484	lethal (4) 7-M484	
FBgn0267345	l(4)7-M1365	lethal (4) 7-M1365	
FBgn0267347	squ	squash	CG4711|SQU|atg|mat(2)cell-A|mat(2)cellHK35
FBgn0267348	LanB2	Laminin B2	CG3322|CT11145|DROLAMB2A|LAMB2A|LM-B2/gamma|LM-B2/γ|LMG1|Lam-B2|Lmgamma1|Lmγ1|anon-EST:fe2H3|gamma1|γ1|knod|l(3)67BDb|lamB2|laminin|lanB2
